formula,spg,n_atoms,model,gpt_raw,cif_text,parse_ok,gpt_match_gt
ZnSb,61,16,gpt-5-chat,"```cif
data_ZnSb
_audit_creation_method               'generated by ChatGPT crystallography assistant'
_chemical_name_common                'Zinc antimonide'
_chemical_formula_structural         'ZnSb'
_chemical_formula_sum                'Zn1 Sb1'
_chemical_name_mineral               'Zinc antimonide'

_symmetry_space_group_name_H-M       'Pbca'
_symmetry_Int_Tables_number          61

_cell_length_a                       6.201
_cell_length_b                       7.742
_cell_length_c                       8.099
_cell_angle_alpha                    90
_cell_angle_beta                     90
_cell_angle_gamma                    90
_cell_volume                         390.00

_cell_formula_units_Z                8

loop_
_symmetry_equiv_pos_as_xyz
  'x, y, z'
  '-x+1/2, -y, z+1/2'
  '-x, y+1/2, -z+1/2'
  'x+1/2, -y+1/2, -z'
  '-x, -y, -z'
  'x+1/2, y, -z+1/2'
  'x, -y+1/2, z+1/2'
  '-x+1/2, y+1/2, z'

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
_atom_site_Wyckoff_symbol
_atom_site_occupancy
  Zn1  Zn  0.1203  0.1349  0.3735  8c  1.0
  Sb1  Sb  0.2025  0.1188  0.3039  8c  1.0
```","data_ZnSb
_audit_creation_method               'generated by ChatGPT crystallography assistant'
_chemical_name_common                'Zinc antimonide'
_chemical_formula_structural         'ZnSb'
_chemical_formula_sum                'Zn1 Sb1'
_chemical_name_mineral               'Zinc antimonide'

_symmetry_space_group_name_H-M       'Pbca'
_symmetry_Int_Tables_number          61

_cell_length_a                       6.201
_cell_length_b                       7.742
_cell_length_c                       8.099
_cell_angle_alpha                    90
_cell_angle_beta                     90
_cell_angle_gamma                    90
_cell_volume                         390.00

_cell_formula_units_Z                8

loop_
_symmetry_equiv_pos_as_xyz
  'x, y, z'
  '-x+1/2, -y, z+1/2'
  '-x, y+1/2, -z+1/2'
  'x+1/2, -y+1/2, -z'
  '-x, -y, -z'
  'x+1/2, y, -z+1/2'
  'x, -y+1/2, z+1/2'
  '-x+1/2, y+1/2, z'

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
_atom_site_Wyckoff_symbol
_atom_site_occupancy
  Zn1  Zn  0.1203  0.1349  0.3735  8c  1.0
  Sb1  Sb  0.2025  0.1188  0.3039  8c  1.0",True,False
CoSb3,204,16,gpt-5-chat,"```cif
data_CoSb3
_audit_creation_method     'Generated by ChatGPT'
_chemical_name_common      'Cobalt triantimonide'
_chemical_formula_sum      'Co Sb3'

_symmetry_space_group_name_H-M   'Im-3'
_symmetry_Int_Tables_number      204

_cell_length_a       9.039
_cell_length_b       9.039
_cell_length_c       9.039
_cell_angle_alpha    90
_cell_angle_beta     90
_cell_angle_gamma    90
_cell_volume         738.56

loop_
_symmetry_equiv_pos_as_xyz
 'x, y, z'
 '-x, -y, -z'
 'y, z, x'
 '-y, -z, -x'
 'z, x, y'
 '-z, -x, -y'
 'y, -z, -x'
 '-y, z, x'
 'z, -x, -y'
 '-z, x, y'
 'x, z, -y'
 '-x, -z, y'
 'z, y, -x'
 '-z, -y, x'
 'x, -y, -z'
 '-x, y, z'
 '-y, -x, -z'
 'y, x, z'
 '-x, z, -y'
 'x, -z, y'
 '-z, x, -y'
 'z, -x, y'
 '-z, -y, -x'
 'z, y, x'

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_symmetry_multiplicity
_atom_site_Wyckoff_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
_atom_site_occupancy
 Co1   Co  8c   c  0.25   0.25   0.25   1.0
 Sb1   Sb 24g   g  0.335  0.157  0.335  1.0
```","data_CoSb3
_audit_creation_method     'Generated by ChatGPT'
_chemical_name_common      'Cobalt triantimonide'
_chemical_formula_sum      'Co Sb3'

_symmetry_space_group_name_H-M   'Im-3'
_symmetry_Int_Tables_number      204

_cell_length_a       9.039
_cell_length_b       9.039
_cell_length_c       9.039
_cell_angle_alpha    90
_cell_angle_beta     90
_cell_angle_gamma    90
_cell_volume         738.56

loop_
_symmetry_equiv_pos_as_xyz
 'x, y, z'
 '-x, -y, -z'
 'y, z, x'
 '-y, -z, -x'
 'z, x, y'
 '-z, -x, -y'
 'y, -z, -x'
 '-y, z, x'
 'z, -x, -y'
 '-z, x, y'
 'x, z, -y'
 '-x, -z, y'
 'z, y, -x'
 '-z, -y, x'
 'x, -y, -z'
 '-x, y, z'
 '-y, -x, -z'
 'y, x, z'
 '-x, z, -y'
 'x, -z, y'
 '-z, x, -y'
 'z, -x, y'
 '-z, -y, -x'
 'z, y, x'

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_symmetry_multiplicity
_atom_site_Wyckoff_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
_atom_site_occupancy
 Co1   Co  8c   c  0.25   0.25   0.25   1.0
 Sb1   Sb 24g   g  0.335  0.157  0.335  1.0",True,False
LiBF4,152,18,gpt-5-chat,"```cif
data_LiBF4
_audit_creation_method          'Generated by ChatGPT'
_chemical_name_common            'Lithium tetrafluoroborate'
_chemical_formula_sum            'Li B F4'

_cell_length_a                   6.918
_cell_length_b                   6.918
_cell_length_c                   6.918
_cell_angle_alpha                90
_cell_angle_beta                 90
_cell_angle_gamma                90
_cell_volume                     331.11
_cell_formula_units_Z            4

_symmetry_space_group_name_H-M   'F m -3 m'
_symmetry_Int_Tables_number      225

loop_
 _symmetry_equiv_pos_as_xyz
  'x,y,z'
  '-x,-y,-z'
  'y,z,x'
  '-y,-z,-x'
  'z,x,y'
  '-z,-x,-y'
  'x,-y,-z'
  '-x,y,z'
  'y,-z,-x'
  '-y,z,x'
  'z,-x,-y'
  '-z,x,y'

loop_
 _atom_site_label
 _atom_site_type_symbol
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
Li1   Li   0.0000   0.0000   0.0000   1.0
B1    B    0.5000   0.5000   0.5000   1.0
F1    F    0.6130   0.6130   0.6130   1.0
F2    F    0.3870   0.3870   0.6130   1.0
F3    F    0.6130   0.3870   0.3870   1.0
F4    F    0.3870   0.6130   0.3870   1.0
```","data_LiBF4
_audit_creation_method          'Generated by ChatGPT'
_chemical_name_common            'Lithium tetrafluoroborate'
_chemical_formula_sum            'Li B F4'

_cell_length_a                   6.918
_cell_length_b                   6.918
_cell_length_c                   6.918
_cell_angle_alpha                90
_cell_angle_beta                 90
_cell_angle_gamma                90
_cell_volume                     331.11
_cell_formula_units_Z            4

_symmetry_space_group_name_H-M   'F m -3 m'
_symmetry_Int_Tables_number      225

loop_
 _symmetry_equiv_pos_as_xyz
  'x,y,z'
  '-x,-y,-z'
  'y,z,x'
  '-y,-z,-x'
  'z,x,y'
  '-z,-x,-y'
  'x,-y,-z'
  '-x,y,z'
  'y,-z,-x'
  '-y,z,x'
  'z,-x,-y'
  '-z,x,y'

loop_
 _atom_site_label
 _atom_site_type_symbol
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
Li1   Li   0.0000   0.0000   0.0000   1.0
B1    B    0.5000   0.5000   0.5000   1.0
F1    F    0.6130   0.6130   0.6130   1.0
F2    F    0.3870   0.3870   0.6130   1.0
F3    F    0.6130   0.3870   0.3870   1.0
F4    F    0.3870   0.6130   0.3870   1.0",False,False
Y2Co17,166,19,gpt-5-chat,"```cif
data_Y2Co17
_audit_creation_date              2024-06-01
_audit_creation_method            'Generated by ChatGPT'
_chemical_name_formula            'Y2Co17'
_chemical_formula_sum             'Y2Co17'
_chemical_formula_weight          1013.64
_symmetry_space_group_name_H-M    'R-3m'
_symmetry_Int_Tables_number       166

_cell_length_a                    8.492
_cell_length_b                    8.492
_cell_length_c                    12.40
_cell_angle_alpha                 90
_cell_angle_beta                  90
_cell_angle_gamma                 120
_cell_volume                      774.5

_symmetry_equiv_pos_as_xyz
  'x,y,z'
  '-y,x-y,z'
  '-x,-y,z'
  'y,x,-z'
  'x-y,-y,-z'
  '-x,-x+y,-z'
  '-y,-x-y,-z'
  'y,-x+y,-z'
  'x-y,y,-z'
  '-x,y,-z'
  'x,-y,-z'
  'y-x,-x,-z'

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_symmetry_multiplicity
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
_atom_site_occupancy

Y1   Y   6   0.00000  0.00000  0.19000  1.0
Y2   Y   6   0.00000  0.00000  0.69000  1.0
Co1  Co  18  0.50000  0.00000  0.00000  1.0
Co2  Co  18  0.00000  0.50000  0.50000  1.0
Co3  Co  18  0.50000  0.50000  0.50000  1.0
Co4  Co  18  0.00000  0.00000  0.50000  1.0
Co5  Co   6  0.00000  0.00000  0.00000  1.0
```","data_Y2Co17
_audit_creation_date              2024-06-01
_audit_creation_method            'Generated by ChatGPT'
_chemical_name_formula            'Y2Co17'
_chemical_formula_sum             'Y2Co17'
_chemical_formula_weight          1013.64
_symmetry_space_group_name_H-M    'R-3m'
_symmetry_Int_Tables_number       166

_cell_length_a                    8.492
_cell_length_b                    8.492
_cell_length_c                    12.40
_cell_angle_alpha                 90
_cell_angle_beta                  90
_cell_angle_gamma                 120
_cell_volume                      774.5

_symmetry_equiv_pos_as_xyz
  'x,y,z'
  '-y,x-y,z'
  '-x,-y,z'
  'y,x,-z'
  'x-y,-y,-z'
  '-x,-x+y,-z'
  '-y,-x-y,-z'
  'y,-x+y,-z'
  'x-y,y,-z'
  '-x,y,-z'
  'x,-y,-z'
  'y-x,-x,-z'

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_symmetry_multiplicity
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
_atom_site_occupancy

Y1   Y   6   0.00000  0.00000  0.19000  1.0
Y2   Y   6   0.00000  0.00000  0.69000  1.0
Co1  Co  18  0.50000  0.00000  0.00000  1.0
Co2  Co  18  0.00000  0.50000  0.50000  1.0
Co3  Co  18  0.50000  0.50000  0.50000  1.0
Co4  Co  18  0.00000  0.00000  0.50000  1.0
Co5  Co   6  0.00000  0.00000  0.00000  1.0",True,False
GeH4,13,20,gpt-5-chat,"```cif
data_GeH4
_audit_creation_method 'Generated by AI crystallographer'
_chemical_name_common 'Germane'
_chemical_formula_structural GeH4
_chemical_formula_sum 'Ge H4'

_symmetry_space_group_name_H-M 'Fm-3m'
_symmetry_Int_Tables_number 225

_cell_length_a 5.550
_cell_length_b 5.550
_cell_length_c 5.550
_cell_angle_alpha 90
_cell_angle_beta 90
_cell_angle_gamma 90
_cell_volume 170.8

loop_
 _symmetry_equiv_pos_as_xyz
  'x,y,z'
  '-x,-y,-z'
  'x+1/2,y+1/2,z'
  'x,y+1/2,z+1/2'
  'x+1/2,y,z+1/2'

loop_
 _atom_site_label
 _atom_site_type_symbol
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
 Ge1  Ge  0.00000  0.00000  0.00000  1.0
 H1   H   0.25000  0.25000  0.25000  1.0
```","data_GeH4
_audit_creation_method 'Generated by AI crystallographer'
_chemical_name_common 'Germane'
_chemical_formula_structural GeH4
_chemical_formula_sum 'Ge H4'

_symmetry_space_group_name_H-M 'Fm-3m'
_symmetry_Int_Tables_number 225

_cell_length_a 5.550
_cell_length_b 5.550
_cell_length_c 5.550
_cell_angle_alpha 90
_cell_angle_beta 90
_cell_angle_gamma 90
_cell_volume 170.8

loop_
 _symmetry_equiv_pos_as_xyz
  'x,y,z'
  '-x,-y,-z'
  'x+1/2,y+1/2,z'
  'x,y+1/2,z+1/2'
  'x+1/2,y,z+1/2'

loop_
 _atom_site_label
 _atom_site_type_symbol
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
 Ge1  Ge  0.00000  0.00000  0.00000  1.0
 H1   H   0.25000  0.25000  0.25000  1.0",True,False
CsPbI3,62,20,gpt-5-chat,"```cif
data_CsPbI3
_audit_creation_date              2024-06-30
_audit_creation_method            'Generated by ChatGPT based on known crystallographic data'

_chemical_name_common             'Cesium Lead Iodide'
_chemical_formula_sum             'Cs Pb I3'

_symmetry_space_group_name_H-M    'Pnma'
_symmetry_space_group_name_Hall   '-P 2ac 2n'
_symmetry_Int_Tables_number       62

_cell_length_a                    8.842
_cell_length_b                    12.162
_cell_length_c                    8.568
_cell_angle_alpha                 90
_cell_angle_beta                  90
_cell_angle_gamma                 90
_cell_volume                      920.3
_cell_formula_units_Z             4

loop_
_symmetry_equiv_pos_as_xyz
  x, y, z
  -x, -y, z+1/2
  -x+1/2, y+1/2, -z
  x+1/2, -y+1/2, -z
  -x, y, -z
  x, -y, -z
  x+1/2, y+1/2, z+1/2
  -x+1/2, -y+1/2, z+1/2

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
_atom_site_occupancy
Cs1   Cs   0.040   0.250   0.236    1.0
Pb1   Pb   0.000   0.000   0.500    1.0
I1    I    0.204   0.000   0.709    1.0
I2    I    0.293   0.250   0.038    1.0
I3    I    0.000   0.500   0.500    1.0
```","data_CsPbI3
_audit_creation_date              2024-06-30
_audit_creation_method            'Generated by ChatGPT based on known crystallographic data'

_chemical_name_common             'Cesium Lead Iodide'
_chemical_formula_sum             'Cs Pb I3'

_symmetry_space_group_name_H-M    'Pnma'
_symmetry_space_group_name_Hall   '-P 2ac 2n'
_symmetry_Int_Tables_number       62

_cell_length_a                    8.842
_cell_length_b                    12.162
_cell_length_c                    8.568
_cell_angle_alpha                 90
_cell_angle_beta                  90
_cell_angle_gamma                 90
_cell_volume                      920.3
_cell_formula_units_Z             4

loop_
_symmetry_equiv_pos_as_xyz
  x, y, z
  -x, -y, z+1/2
  -x+1/2, y+1/2, -z
  x+1/2, -y+1/2, -z
  -x, y, -z
  x, -y, -z
  x+1/2, y+1/2, z+1/2
  -x+1/2, -y+1/2, z+1/2

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
_atom_site_occupancy
Cs1   Cs   0.040   0.250   0.236    1.0
Pb1   Pb   0.000   0.000   0.500    1.0
I1    I    0.204   0.000   0.709    1.0
I2    I    0.293   0.250   0.038    1.0
I3    I    0.000   0.500   0.500    1.0",True,False
NaCaAlPHO5F2,11,24,gpt-5-chat,"```cif
data_NaCaAlPHO5F2
_audit_creation_method               'Generated by ChatGPT crystallographer assistant'
_chemical_name_common                'Sodium calcium aluminum phosphorus oxyfluoride'
_chemical_formula_sum                'NaCaAlPHO5F2'

_cell_length_a                       9.823
_cell_length_b                       9.823
_cell_length_c                       7.342
_cell_angle_alpha                    90
_cell_angle_beta                     90
_cell_angle_gamma                    120
_cell_volume                         613.48
_cell_formula_units_Z                3

_symmetry_space_group_name_H-M       'P6_3mc'
_symmetry_Int_Tables_number          186

loop_
_symmetry_equiv_pos_as_xyz
  'x, y, z'
  '-y, x-y, z+1/2'
  '-x+y, -x, z'
  'y, x, -z'
  '-x, -y, -z+1/2'
  'x-y, x, -z'

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
_atom_site_occupancy

Na1   Na   0.3333   0.6667   0.2500   1.0
Ca1   Ca   0.0000   0.0000   0.0000   1.0
Al1   Al   0.5000   0.0000   0.2500   1.0
P1    P    0.1667   0.3333   0.7500   1.0
O1    O    0.2950   0.4123   0.6152   1.0
O2    O    0.1590   0.5887   0.8844   1.0
O3    O    0.5241   0.3410   0.1150   1.0
O4    O    0.6664   0.1758   0.3854   1.0
O5    O    0.8475   0.3405   0.6152   1.0
F1    F    0.2500   0.5000   0.0000   1.0
F2    F    0.5000   0.2500   0.0000   1.0
H1    H    0.1667   0.3333   0.5000   1.0

# End of CIF
```","data_NaCaAlPHO5F2
_audit_creation_method               'Generated by ChatGPT crystallographer assistant'
_chemical_name_common                'Sodium calcium aluminum phosphorus oxyfluoride'
_chemical_formula_sum                'NaCaAlPHO5F2'

_cell_length_a                       9.823
_cell_length_b                       9.823
_cell_length_c                       7.342
_cell_angle_alpha                    90
_cell_angle_beta                     90
_cell_angle_gamma                    120
_cell_volume                         613.48
_cell_formula_units_Z                3

_symmetry_space_group_name_H-M       'P6_3mc'
_symmetry_Int_Tables_number          186

loop_
_symmetry_equiv_pos_as_xyz
  'x, y, z'
  '-y, x-y, z+1/2'
  '-x+y, -x, z'
  'y, x, -z'
  '-x, -y, -z+1/2'
  'x-y, x, -z'

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
_atom_site_occupancy

Na1   Na   0.3333   0.6667   0.2500   1.0
Ca1   Ca   0.0000   0.0000   0.0000   1.0
Al1   Al   0.5000   0.0000   0.2500   1.0
P1    P    0.1667   0.3333   0.7500   1.0
O1    O    0.2950   0.4123   0.6152   1.0
O2    O    0.1590   0.5887   0.8844   1.0
O3    O    0.5241   0.3410   0.1150   1.0
O4    O    0.6664   0.1758   0.3854   1.0
O5    O    0.8475   0.3405   0.6152   1.0
F1    F    0.2500   0.5000   0.0000   1.0
F2    F    0.5000   0.2500   0.0000   1.0
H1    H    0.1667   0.3333   0.5000   1.0

# End of CIF",False,False
LiFePO4,62,28,gpt-5-chat,"```cif
data_LiFePO4_olivine
_audit_creation_method          'Generated by ChatGPT'
_chemical_name_common           'Lithium iron(II) phosphate'
_chemical_formula_sum           'Li Fe P O4'

_symmetry_space_group_name_H-M  'Pnma'
_symmetry_Int_Tables_number     62

_cell_length_a                  10.334(1)
_cell_length_b                  6.010(1)
_cell_length_c                  4.694(1)
_cell_angle_alpha               90
_cell_angle_beta                90
_cell_angle_gamma               90
_cell_volume                    291.27

_exptl_crystal_density_diffrn   3.60
_exptl_crystal_density_meas     3.60

_symmetry_equiv_pos_as_xyz
  'x, y, z'
  '-x+1/2, -y, z+1/2'
  '-x, y+1/2, -z'
  'x+1/2, -y+1/2, -z+1/2'

loop_
  _atom_site_label
  _atom_site_type_symbol
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
Li1  Li  0.2826  0.25  0.9744  1.0
Fe1  Fe  0.0000  0.0000  0.0000  1.0
P1   P   0.0959  0.25  0.4182  1.0
O1   O   0.0975  0.25  0.7267  1.0
O2   O   0.1747  0.0382  0.2818  1.0
O3   O   0.4448  0.0380  0.4628  1.0
O4   O   -0.0083  0.0382  0.0866  1.0
```","data_LiFePO4_olivine
_audit_creation_method          'Generated by ChatGPT'
_chemical_name_common           'Lithium iron(II) phosphate'
_chemical_formula_sum           'Li Fe P O4'

_symmetry_space_group_name_H-M  'Pnma'
_symmetry_Int_Tables_number     62

_cell_length_a                  10.334(1)
_cell_length_b                  6.010(1)
_cell_length_c                  4.694(1)
_cell_angle_alpha               90
_cell_angle_beta                90
_cell_angle_gamma               90
_cell_volume                    291.27

_exptl_crystal_density_diffrn   3.60
_exptl_crystal_density_meas     3.60

_symmetry_equiv_pos_as_xyz
  'x, y, z'
  '-x+1/2, -y, z+1/2'
  '-x, y+1/2, -z'
  'x+1/2, -y+1/2, -z+1/2'

loop_
  _atom_site_label
  _atom_site_type_symbol
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
Li1  Li  0.2826  0.25  0.9744  1.0
Fe1  Fe  0.0000  0.0000  0.0000  1.0
P1   P   0.0959  0.25  0.4182  1.0
O1   O   0.0975  0.25  0.7267  1.0
O2   O   0.1747  0.0382  0.2818  1.0
O3   O   0.4448  0.0380  0.4628  1.0
O4   O   -0.0083  0.0382  0.0866  1.0",True,False
Cu12Sb4S13,217,29,gpt-5-chat,"```cif
data_Cu12Sb4S13
_audit_creation_date              2024-06-20
_audit_creation_method            'Generated by ChatGPT'

_chemical_name_formula            'Cu12 Sb4 S13'
_chemical_formula_sum             'Cu12 Sb4 S13'
_chemical_formula_structural      'Cu12Sb4S13'
_symmetry_space_group_name_H-M    'I 2 3'
_symmetry_Int_Tables_number       197

_cell_length_a                    10.336
_cell_length_b                    10.336
_cell_length_c                    10.336
_cell_angle_alpha                 90
_cell_angle_beta                  90
_cell_angle_gamma                 90
_cell_volume                      1103.9

_cell_formula_units_Z             2

loop_
_symmetry_equiv_pos_as_xyz
  x,y,z
  -x,-y,-z
  y,z,x
  -y,-z,-x
  z,x,y
  -z,-x,-y
  x,-y,-z
  -x,y,z
  y,-z,-x
  -y,z,x
  z,-x,-y
  -z,x,y
  x,z,-y
  -x,-z,y
  y,x,-z
  -y,-x,z
  z,y,-x
  -z,-y,x
  x,-z,y
  -x,z,-y
  y,-x,z
  -y,x,-z
  z,-y,x
  -z,y,-x

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
_atom_site_occupancy
Cu1   Cu   0.0000   0.0000   0.0000   1.0
Cu2   Cu   0.3820   0.3820   0.3820   1.0
Cu3   Cu   0.1340   0.1340   0.1340   1.0
Sb1   Sb   0.2150   0.2150   0.2150   1.0
S1    S    0.0850   0.0850   0.0850   1.0
S2    S    0.2990   0.2990   0.2990   1.0
S3    S    0.4570   0.4570   0.4570   1.0
```","data_Cu12Sb4S13
_audit_creation_date              2024-06-20
_audit_creation_method            'Generated by ChatGPT'

_chemical_name_formula            'Cu12 Sb4 S13'
_chemical_formula_sum             'Cu12 Sb4 S13'
_chemical_formula_structural      'Cu12Sb4S13'
_symmetry_space_group_name_H-M    'I 2 3'
_symmetry_Int_Tables_number       197

_cell_length_a                    10.336
_cell_length_b                    10.336
_cell_length_c                    10.336
_cell_angle_alpha                 90
_cell_angle_beta                  90
_cell_angle_gamma                 90
_cell_volume                      1103.9

_cell_formula_units_Z             2

loop_
_symmetry_equiv_pos_as_xyz
  x,y,z
  -x,-y,-z
  y,z,x
  -y,-z,-x
  z,x,y
  -z,-x,-y
  x,-y,-z
  -x,y,z
  y,-z,-x
  -y,z,x
  z,-x,-y
  -z,x,y
  x,z,-y
  -x,-z,y
  y,x,-z
  -y,-x,z
  z,y,-x
  -z,-y,x
  x,-z,y
  -x,z,-y
  y,-x,z
  -y,x,-z
  z,-y,x
  -z,y,-x

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
_atom_site_occupancy
Cu1   Cu   0.0000   0.0000   0.0000   1.0
Cu2   Cu   0.3820   0.3820   0.3820   1.0
Cu3   Cu   0.1340   0.1340   0.1340   1.0
Sb1   Sb   0.2150   0.2150   0.2150   1.0
S1    S    0.0850   0.0850   0.0850   1.0
S2    S    0.2990   0.2990   0.2990   1.0
S3    S    0.4570   0.4570   0.4570   1.0",True,False
MgB7,74,32,gpt-5-chat,"```cif
data_MgB7
_symmetry_space_group_name_H-M   'P 1'
_symmetry_space_group_name_Hall  'P 1'
_cell_length_a   5.6200
_cell_length_b   5.6400
_cell_length_c   8.2000
_cell_angle_alpha   90.000
_cell_angle_beta    90.000
_cell_angle_gamma   90.000
_cell_volume        260.000
_cell_formula_units_Z   1
_chemical_formula_structural   MgB7
_chemical_formula_sum          Mg1 B7
_exptl_crystal_density         2.20
_exptl_crystal_density_method  'calculated'

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_occupancy
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
Mg1   Mg   1.0   0.0000   0.0000   0.0000
B1    B    1.0   0.2000   0.3000   0.1000
B2    B    1.0   0.8000   0.3000   0.1000
B3    B    1.0   0.2000   0.7000   0.4000
B4    B    1.0   0.8000   0.7000   0.4000
B5    B    1.0   0.4000   0.5000   0.7000
B6    B    1.0   0.6000   0.5000   0.7000
B7    B    1.0   0.5000   0.2000   0.9000
```","data_MgB7
_symmetry_space_group_name_H-M   'P 1'
_symmetry_space_group_name_Hall  'P 1'
_cell_length_a   5.6200
_cell_length_b   5.6400
_cell_length_c   8.2000
_cell_angle_alpha   90.000
_cell_angle_beta    90.000
_cell_angle_gamma   90.000
_cell_volume        260.000
_cell_formula_units_Z   1
_chemical_formula_structural   MgB7
_chemical_formula_sum          Mg1 B7
_exptl_crystal_density         2.20
_exptl_crystal_density_method  'calculated'

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_occupancy
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
Mg1   Mg   1.0   0.0000   0.0000   0.0000
B1    B    1.0   0.2000   0.3000   0.1000
B2    B    1.0   0.8000   0.3000   0.1000
B3    B    1.0   0.2000   0.7000   0.4000
B4    B    1.0   0.8000   0.7000   0.4000
B5    B    1.0   0.4000   0.5000   0.7000
B6    B    1.0   0.6000   0.5000   0.7000
B7    B    1.0   0.5000   0.2000   0.9000",True,False
Li3PS4,62,32,gpt-5-chat,"```cif
data_Li3PS4
_symmetry_space_group_name_H-M   'P nma'
_symmetry_Int_Tables_number      62

_cell_length_a   12.879
_cell_length_b   8.057
_cell_length_c   6.144
_cell_angle_alpha   90
_cell_angle_beta    90
_cell_angle_gamma   90

_cell_volume   640.32
_cell_formula_units_Z   4

_loop_
_symmetry_equiv_pos_as_xyz
  'x, y, z'
  '-x, -y, z+1/2'
  '-x, y, -z'
  'x, -y, -z+1/2'
  'x+1/2, y+1/2, z'
  '-x+1/2, -y+1/2, z+1/2'
  '-x+1/2, y+1/2, -z'
  'x+1/2, -y+1/2, -z+1/2'

_loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_occupancy
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
_atom_site_U_iso_or_equiv

P1   P   1.0   0.2173   0.0932   0.2345   0.005
S1   S   1.0   0.2865   0.2051   0.0894   0.005
S2   S   1.0   0.1392   0.2654   0.3921   0.005
S3   S   1.0   0.3254   0.0178   0.3457   0.005
Li1  Li  1.0   0.0562   0.0831   0.1025   0.005
Li2  Li  1.0   0.4105   0.1463   0.2764   0.005
Li3  Li  1.0   0.2724   0.4768   0.1527   0.005
```","data_Li3PS4
_symmetry_space_group_name_H-M   'P nma'
_symmetry_Int_Tables_number      62

_cell_length_a   12.879
_cell_length_b   8.057
_cell_length_c   6.144
_cell_angle_alpha   90
_cell_angle_beta    90
_cell_angle_gamma   90

_cell_volume   640.32
_cell_formula_units_Z   4

_loop_
_symmetry_equiv_pos_as_xyz
  'x, y, z'
  '-x, -y, z+1/2'
  '-x, y, -z'
  'x, -y, -z+1/2'
  'x+1/2, y+1/2, z'
  '-x+1/2, -y+1/2, z+1/2'
  '-x+1/2, y+1/2, -z'
  'x+1/2, -y+1/2, -z+1/2'

_loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_occupancy
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
_atom_site_U_iso_or_equiv

P1   P   1.0   0.2173   0.0932   0.2345   0.005
S1   S   1.0   0.2865   0.2051   0.0894   0.005
S2   S   1.0   0.1392   0.2654   0.3921   0.005
S3   S   1.0   0.3254   0.0178   0.3457   0.005
Li1  Li  1.0   0.0562   0.0831   0.1025   0.005
Li2  Li  1.0   0.4105   0.1463   0.2764   0.005
Li3  Li  1.0   0.2724   0.4768   0.1527   0.005",False,False
