formula,spg,n_atoms,model,gpt_raw,cif_text,parse_ok,gpt_match_gt
Fe3O4,227,14,gpt-5-chat,"```cif
data_Fe3O4_P1
_cell_length_a    8.394
_cell_length_b    8.394
_cell_length_c    8.394
_cell_angle_alpha 90.0
_cell_angle_beta  90.0
_cell_angle_gamma 90.0

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
Fe1  Fe  0.0000  0.0000  0.0000
Fe2  Fe  0.5000  0.5000  0.5000
Fe3  Fe  0.6250  0.6250  0.6250
Fe4  Fe  0.3750  0.3750  0.3750
Fe5  Fe  0.1250  0.1250  0.1250
Fe6  Fe  0.8750  0.8750  0.8750
Fe7  Fe  0.2500  0.2500  0.2500
Fe8  Fe  0.7500  0.7500  0.7500
Fe9  Fe  0.0000  0.5000  0.2500
Fe10 Fe  0.5000  0.0000  0.7500
Fe11 Fe  0.2500  0.0000  0.5000
Fe12 Fe  0.0000  0.2500  0.7500
O1   O   0.2550  0.2550  0.2550
O2   O   0.7450  0.7450  0.7450
O3   O   0.2550  0.7450  0.7450
O4   O   0.7450  0.2550  0.2550
O5   O   0.2550  0.7450  0.2550
O6   O   0.7450  0.2550  0.7450
O7   O   0.2550  0.2550  0.7450
O8   O   0.7450  0.7450  0.2550
O9   O   0.5000  0.5000  0.0000
O10  O   0.5000  0.0000  0.5000
O11  O   0.0000  0.5000  0.5000
O12  O   0.0000  0.0000  0.5000
```","data_Fe3O4_P1
_cell_length_a    8.394
_cell_length_b    8.394
_cell_length_c    8.394
_cell_angle_alpha 90.0
_cell_angle_beta  90.0
_cell_angle_gamma 90.0

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
Fe1  Fe  0.0000  0.0000  0.0000
Fe2  Fe  0.5000  0.5000  0.5000
Fe3  Fe  0.6250  0.6250  0.6250
Fe4  Fe  0.3750  0.3750  0.3750
Fe5  Fe  0.1250  0.1250  0.1250
Fe6  Fe  0.8750  0.8750  0.8750
Fe7  Fe  0.2500  0.2500  0.2500
Fe8  Fe  0.7500  0.7500  0.7500
Fe9  Fe  0.0000  0.5000  0.2500
Fe10 Fe  0.5000  0.0000  0.7500
Fe11 Fe  0.2500  0.0000  0.5000
Fe12 Fe  0.0000  0.2500  0.7500
O1   O   0.2550  0.2550  0.2550
O2   O   0.7450  0.7450  0.7450
O3   O   0.2550  0.7450  0.7450
O4   O   0.7450  0.2550  0.2550
O5   O   0.2550  0.7450  0.2550
O6   O   0.7450  0.2550  0.7450
O7   O   0.2550  0.2550  0.7450
O8   O   0.7450  0.7450  0.2550
O9   O   0.5000  0.5000  0.0000
O10  O   0.5000  0.0000  0.5000
O11  O   0.0000  0.5000  0.5000
O12  O   0.0000  0.0000  0.5000",True,False
Mn(FeO2)2,227,14,gpt-5-chat,"```cif
data_MnFe2O4
_cell_length_a    5.050
_cell_length_b    5.120
_cell_length_c    7.320
_cell_angle_alpha 90.00
_cell_angle_beta  90.40
_cell_angle_gamma 90.00

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
Mn1  Mn  0.0000  0.0000  0.0000
Fe1  Fe  0.3330  0.6670  0.2480
Fe2  Fe  0.6670  0.3330  0.7520
O1   O   0.1100  0.2750  0.0500
O2   O   0.8900  0.7250  0.4500
O3   O   0.2750  0.1100  0.5500
O4   O   0.7250  0.8900  0.9500
O5   O   0.4450  0.5550  0.3000
O6   O   0.5550  0.4450  0.7000
O7   O   0.2200  0.4450  0.1600
O8   O   0.7800  0.5550  0.6400
```","data_MnFe2O4
_cell_length_a    5.050
_cell_length_b    5.120
_cell_length_c    7.320
_cell_angle_alpha 90.00
_cell_angle_beta  90.40
_cell_angle_gamma 90.00

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
Mn1  Mn  0.0000  0.0000  0.0000
Fe1  Fe  0.3330  0.6670  0.2480
Fe2  Fe  0.6670  0.3330  0.7520
O1   O   0.1100  0.2750  0.0500
O2   O   0.8900  0.7250  0.4500
O3   O   0.2750  0.1100  0.5500
O4   O   0.7250  0.8900  0.9500
O5   O   0.4450  0.5550  0.3000
O6   O   0.5550  0.4450  0.7000
O7   O   0.2200  0.4450  0.1600
O8   O   0.7800  0.5550  0.6400",True,False
ZnSb,61,16,gpt-5-chat,"```cif
data_ZnSb_P1
_cell_length_a    6.20
_cell_length_b    7.74
_cell_length_c    8.09
_cell_angle_alpha 90.00
_cell_angle_beta  97.60
_cell_angle_gamma 90.00

loop_
 _atom_site_label
 _atom_site_type_symbol
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
Zn1  Zn  0.1062  0.1385  0.1594
Zn2  Zn  0.3781  0.3592  0.1596
Zn3  Zn  0.1160  0.1390  0.6570
Zn4  Zn  0.3785  0.3604  0.6571
Sb1  Sb  0.2514  0.1152  0.3658
Sb2  Sb  0.6198  0.3716  0.3661
Sb3  Sb  0.2459  0.1158  0.8677
Sb4  Sb  0.6189  0.3724  0.8671
```","data_ZnSb_P1
_cell_length_a    6.20
_cell_length_b    7.74
_cell_length_c    8.09
_cell_angle_alpha 90.00
_cell_angle_beta  97.60
_cell_angle_gamma 90.00

loop_
 _atom_site_label
 _atom_site_type_symbol
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
Zn1  Zn  0.1062  0.1385  0.1594
Zn2  Zn  0.3781  0.3592  0.1596
Zn3  Zn  0.1160  0.1390  0.6570
Zn4  Zn  0.3785  0.3604  0.6571
Sb1  Sb  0.2514  0.1152  0.3658
Sb2  Sb  0.6198  0.3716  0.3661
Sb3  Sb  0.2459  0.1158  0.8677
Sb4  Sb  0.6189  0.3724  0.8671",True,False
CoSb3,204,16,gpt-5-chat,"```cif
data_CoSb3_P1
_cell_length_a    9.035
_cell_length_b    9.035
_cell_length_c    9.035
_cell_angle_alpha 90
_cell_angle_beta  90
_cell_angle_gamma 90

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
Co1   Co   0.0000  0.0000  0.0000
Co2   Co   0.5000  0.5000  0.0000
Co3   Co   0.5000  0.0000  0.5000
Co4   Co   0.0000  0.5000  0.5000
Sb1   Sb   0.3350  0.1570  0.0000
Sb2   Sb   0.8430  0.3230  0.0000
Sb3   Sb   0.6570  0.8430  0.0000
Sb4   Sb   0.1570  0.6650  0.0000
Sb5   Sb   0.8420  0.9900  0.5000
Sb6   Sb   0.3420  0.8230  0.5000
Sb7   Sb   0.6580  0.1570  0.5000
Sb8   Sb   0.1580  0.3370  0.5000
Sb9   Sb   0.9900  0.8420  0.5000
Sb10  Sb   0.8230  0.3420  0.5000
Sb11  Sb   0.1570  0.6580  0.5000
Sb12  Sb   0.3370  0.1580  0.5000
Sb13  Sb   0.1570  0.8230  0.0000
Sb14  Sb   0.8230  0.1570  0.0000
Sb15  Sb   0.8420  0.6580  0.0000
Sb16  Sb   0.6580  0.8420  0.0000
Sb17  Sb   0.9900  0.3370  0.0000
Sb18  Sb   0.3370  0.9900  0.0000
Sb19  Sb   0.3420  0.1570  0.0000
Sb20  Sb   0.1570  0.3420  0.0000
```","data_CoSb3_P1
_cell_length_a    9.035
_cell_length_b    9.035
_cell_length_c    9.035
_cell_angle_alpha 90
_cell_angle_beta  90
_cell_angle_gamma 90

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
Co1   Co   0.0000  0.0000  0.0000
Co2   Co   0.5000  0.5000  0.0000
Co3   Co   0.5000  0.0000  0.5000
Co4   Co   0.0000  0.5000  0.5000
Sb1   Sb   0.3350  0.1570  0.0000
Sb2   Sb   0.8430  0.3230  0.0000
Sb3   Sb   0.6570  0.8430  0.0000
Sb4   Sb   0.1570  0.6650  0.0000
Sb5   Sb   0.8420  0.9900  0.5000
Sb6   Sb   0.3420  0.8230  0.5000
Sb7   Sb   0.6580  0.1570  0.5000
Sb8   Sb   0.1580  0.3370  0.5000
Sb9   Sb   0.9900  0.8420  0.5000
Sb10  Sb   0.8230  0.3420  0.5000
Sb11  Sb   0.1570  0.6580  0.5000
Sb12  Sb   0.3370  0.1580  0.5000
Sb13  Sb   0.1570  0.8230  0.0000
Sb14  Sb   0.8230  0.1570  0.0000
Sb15  Sb   0.8420  0.6580  0.0000
Sb16  Sb   0.6580  0.8420  0.0000
Sb17  Sb   0.9900  0.3370  0.0000
Sb18  Sb   0.3370  0.9900  0.0000
Sb19  Sb   0.3420  0.1570  0.0000
Sb20  Sb   0.1570  0.3420  0.0000",True,False
LiBF4,152,18,gpt-5-chat,"```cif
data_LiBF4
_cell_length_a     7.123
_cell_length_b     7.456
_cell_length_c     7.876
_cell_angle_alpha  89.95
_cell_angle_beta   90.05
_cell_angle_gamma  90.10

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
Li1   Li   0.125  0.250  0.375
B1    B    0.500  0.500  0.500
F1    F    0.550  0.450  0.450
F2    F    0.450  0.550  0.450
F3    F    0.450  0.450  0.550
F4    F    0.550  0.550  0.550
Li2   Li   0.875  0.750  0.625
B2    B    0.000  0.000  0.000
F5    F    0.050  0.950  0.950
F6    F    0.950  0.050  0.950
F7    F    0.950  0.950  0.050
F8    F    0.050  0.050  0.050
```","data_LiBF4
_cell_length_a     7.123
_cell_length_b     7.456
_cell_length_c     7.876
_cell_angle_alpha  89.95
_cell_angle_beta   90.05
_cell_angle_gamma  90.10

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
Li1   Li   0.125  0.250  0.375
B1    B    0.500  0.500  0.500
F1    F    0.550  0.450  0.450
F2    F    0.450  0.550  0.450
F3    F    0.450  0.450  0.550
F4    F    0.550  0.550  0.550
Li2   Li   0.875  0.750  0.625
B2    B    0.000  0.000  0.000
F5    F    0.050  0.950  0.950
F6    F    0.950  0.050  0.950
F7    F    0.950  0.950  0.050
F8    F    0.050  0.050  0.050",True,False
Y2Co17,166,19,gpt-5-chat,"```cif
data_Y2Co17_P1
_cell_length_a    8.510
_cell_length_b    8.510
_cell_length_c    8.510
_cell_angle_alpha 90.0
_cell_angle_beta  90.0
_cell_angle_gamma 90.0

loop_
 _atom_site_label
 _atom_site_type_symbol
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 Y1   Y   0.0000  0.0000  0.0000
 Y2   Y   0.5000  0.5000  0.5000
 Co1  Co  0.2000  0.3000  0.1000
 Co2  Co  0.8000  0.7000  0.9000
 Co3  Co  0.4000  0.6000  0.2000
 Co4  Co  0.6000  0.4000  0.8000
 Co5  Co  0.3000  0.2000  0.7000
 Co6  Co  0.7000  0.8000  0.3000
 Co7  Co  0.1000  0.5000  0.6000
 Co8  Co  0.5000  0.1000  0.4000
 Co9  Co  0.2500  0.7500  0.0500
 Co10 Co  0.7500  0.2500  0.9500
 Co11 Co  0.1500  0.8500  0.3500
 Co12 Co  0.8500  0.1500  0.6500
 Co13 Co  0.3500  0.6500  0.1500
 Co14 Co  0.6500  0.3500  0.8500
 Co15 Co  0.0500  0.4500  0.2500
 Co16 Co  0.4500  0.0500  0.7500
 Co17 Co  0.9000  0.3000  0.5000
```","data_Y2Co17_P1
_cell_length_a    8.510
_cell_length_b    8.510
_cell_length_c    8.510
_cell_angle_alpha 90.0
_cell_angle_beta  90.0
_cell_angle_gamma 90.0

loop_
 _atom_site_label
 _atom_site_type_symbol
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 Y1   Y   0.0000  0.0000  0.0000
 Y2   Y   0.5000  0.5000  0.5000
 Co1  Co  0.2000  0.3000  0.1000
 Co2  Co  0.8000  0.7000  0.9000
 Co3  Co  0.4000  0.6000  0.2000
 Co4  Co  0.6000  0.4000  0.8000
 Co5  Co  0.3000  0.2000  0.7000
 Co6  Co  0.7000  0.8000  0.3000
 Co7  Co  0.1000  0.5000  0.6000
 Co8  Co  0.5000  0.1000  0.4000
 Co9  Co  0.2500  0.7500  0.0500
 Co10 Co  0.7500  0.2500  0.9500
 Co11 Co  0.1500  0.8500  0.3500
 Co12 Co  0.8500  0.1500  0.6500
 Co13 Co  0.3500  0.6500  0.1500
 Co14 Co  0.6500  0.3500  0.8500
 Co15 Co  0.0500  0.4500  0.2500
 Co16 Co  0.4500  0.0500  0.7500
 Co17 Co  0.9000  0.3000  0.5000",True,False
GeH4,13,20,gpt-5-chat,"```cif
data_GeH4_P1
_cell_length_a    5.000
_cell_length_b    5.000
_cell_length_c    5.000
_cell_angle_alpha 90
_cell_angle_beta  90
_cell_angle_gamma 90

loop_
 _atom_site_label
 _atom_site_type_symbol
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 Ge1  Ge  0.5000  0.5000  0.5000
 H1   H   0.3000  0.5000  0.5000
 H2   H   0.6580  0.6420  0.3580
 H3   H   0.6420  0.3580  0.6420
 H4   H   0.3580  0.6420  0.6420
```","data_GeH4_P1
_cell_length_a    5.000
_cell_length_b    5.000
_cell_length_c    5.000
_cell_angle_alpha 90
_cell_angle_beta  90
_cell_angle_gamma 90

loop_
 _atom_site_label
 _atom_site_type_symbol
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 Ge1  Ge  0.5000  0.5000  0.5000
 H1   H   0.3000  0.5000  0.5000
 H2   H   0.6580  0.6420  0.3580
 H3   H   0.6420  0.3580  0.6420
 H4   H   0.3580  0.6420  0.6420",True,False
CsPbI3,62,20,gpt-5-chat,"```cif
data_CsPbI3_P1
_cell_length_a    6.300
_cell_length_b    6.300
_cell_length_c    6.300
_cell_angle_alpha 90.0
_cell_angle_beta  90.0
_cell_angle_gamma 90.0

loop_
 _atom_site_label
 _atom_site_type_symbol
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 Cs1  Cs  0.0000  0.0000  0.0000
 Pb1  Pb  0.5000  0.5000  0.5000
 I1   I   0.5000  0.0000  0.0000
 I2   I   0.0000  0.5000  0.0000
 I3   I   0.0000  0.0000  0.5000
```","data_CsPbI3_P1
_cell_length_a    6.300
_cell_length_b    6.300
_cell_length_c    6.300
_cell_angle_alpha 90.0
_cell_angle_beta  90.0
_cell_angle_gamma 90.0

loop_
 _atom_site_label
 _atom_site_type_symbol
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 Cs1  Cs  0.0000  0.0000  0.0000
 Pb1  Pb  0.5000  0.5000  0.5000
 I1   I   0.5000  0.0000  0.0000
 I2   I   0.0000  0.5000  0.0000
 I3   I   0.0000  0.0000  0.5000",True,False
NaCaAlPHO5F2,11,24,gpt-5-chat,"Sure! Since NaCaAlPHO₅F₂ is not a known compound in the literature, I will create a plausible stable crystal structure in space group **P1** (no symmetry). I’ll select reasonable cell parameters and coordinates to avoid unphysical overlaps.  

Here is the requested CIF content:  

```cif
data_NaCaAlPHO5F2
_cell_length_a    7.850
_cell_length_b    8.120
_cell_length_c    9.430
_cell_angle_alpha 92.10
_cell_angle_beta  107.35
_cell_angle_gamma 98.42

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
Na1 Na 0.112 0.245 0.376
Ca1 Ca 0.714 0.834 0.592
Al1 Al 0.412 0.526 0.214
P1  P  0.273 0.641 0.842
O1  O  0.136 0.512 0.914
O2  O  0.314 0.782 0.726
O3  O  0.498 0.641 0.156
O4  O  0.762 0.354 0.022
O5  O  0.896 0.125 0.338
F1  F  0.284 0.941 0.116
F2  F  0.584 0.221 0.948
```  

This file contains:  
- **data block** naming the composition.  
- **cell parameters** for a plausible triclinic P1 unit cell.  
- **loop** listing each atom explicitly with fractional coordinates.  

Would you like me to also generate a visualization of this hypothetical structure to verify interatomic distances?","data_NaCaAlPHO5F2
_cell_length_a    7.850
_cell_length_b    8.120
_cell_length_c    9.430
_cell_angle_alpha 92.10
_cell_angle_beta  107.35
_cell_angle_gamma 98.42

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
Na1 Na 0.112 0.245 0.376
Ca1 Ca 0.714 0.834 0.592
Al1 Al 0.412 0.526 0.214
P1  P  0.273 0.641 0.842
O1  O  0.136 0.512 0.914
O2  O  0.314 0.782 0.726
O3  O  0.498 0.641 0.156
O4  O  0.762 0.354 0.022
O5  O  0.896 0.125 0.338
F1  F  0.284 0.941 0.116
F2  F  0.584 0.221 0.948",True,False
LiFePO4,62,28,gpt-5-chat,"```cif
data_LiFePO4_P1
_cell_length_a    10.334
_cell_length_b    6.010
_cell_length_c    4.695
_cell_angle_alpha 90.0
_cell_angle_beta  90.0
_cell_angle_gamma 90.0

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
Li1  Li  0.2820  0.2500  0.9780
Li2  Li  0.7810  0.7500  0.4780
Fe1  Fe  0.0000  0.0000  0.0000
Fe2  Fe  0.5000  0.5000  0.5000
P1   P   0.0960  0.2500  0.4180
P2   P   0.5960  0.7500  0.9180
O1   O   0.0700  0.1050  0.2880
O2   O   0.1780  0.4050  0.5480
O3   O   0.2360  0.0870  0.7340
O4   O   0.7410  0.9180  0.2740
O5   O   0.8210  0.5950  0.0420
O6   O   0.9280  0.8910  0.7140
O7   O   0.4250  0.5820  0.2890
O8   O   0.5180  0.7890  0.6420
```","data_LiFePO4_P1
_cell_length_a    10.334
_cell_length_b    6.010
_cell_length_c    4.695
_cell_angle_alpha 90.0
_cell_angle_beta  90.0
_cell_angle_gamma 90.0

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
Li1  Li  0.2820  0.2500  0.9780
Li2  Li  0.7810  0.7500  0.4780
Fe1  Fe  0.0000  0.0000  0.0000
Fe2  Fe  0.5000  0.5000  0.5000
P1   P   0.0960  0.2500  0.4180
P2   P   0.5960  0.7500  0.9180
O1   O   0.0700  0.1050  0.2880
O2   O   0.1780  0.4050  0.5480
O3   O   0.2360  0.0870  0.7340
O4   O   0.7410  0.9180  0.2740
O5   O   0.8210  0.5950  0.0420
O6   O   0.9280  0.8910  0.7140
O7   O   0.4250  0.5820  0.2890
O8   O   0.5180  0.7890  0.6420",True,False
Cu12Sb4S13,217,29,gpt-5-chat,"```cif
data_Cu12Sb4S13
_cell_length_a    10.342
_cell_length_b    10.342
_cell_length_c    10.342
_cell_angle_alpha  90.0
_cell_angle_beta   90.0
_cell_angle_gamma  90.0

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
Cu1 Cu 0.135 0.245 0.365
Cu2 Cu 0.245 0.365 0.135
Cu3 Cu 0.365 0.135 0.245
Cu4 Cu 0.415 0.585 0.755
Cu5 Cu 0.585 0.755 0.415
Cu6 Cu 0.755 0.415 0.585
Cu7 Cu 0.865 0.975 0.155
Cu8 Cu 0.975 0.155 0.865
Cu9 Cu 0.155 0.865 0.975
Cu10 Cu 0.395 0.645 0.895
Cu11 Cu 0.645 0.895 0.395
Cu12 Cu 0.895 0.395 0.645
Sb1 Sb 0.215 0.215 0.215
Sb2 Sb 0.785 0.785 0.215
Sb3 Sb 0.785 0.215 0.785
Sb4 Sb 0.215 0.785 0.785
S1  S 0.095 0.345 0.595
S2  S 0.345 0.595 0.095
S3  S 0.595 0.095 0.345
S4  S 0.125 0.625 0.375
S5  S 0.625 0.375 0.125
S6  S 0.375 0.125 0.625
S7  S 0.145 0.445 0.745
S8  S 0.445 0.745 0.145
S9  S 0.745 0.145 0.445
S10 S 0.305 0.565 0.825
S11 S 0.565 0.825 0.305
S12 S 0.825 0.305 0.565
S13 S 0.500 0.500 0.500
```","data_Cu12Sb4S13
_cell_length_a    10.342
_cell_length_b    10.342
_cell_length_c    10.342
_cell_angle_alpha  90.0
_cell_angle_beta   90.0
_cell_angle_gamma  90.0

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
Cu1 Cu 0.135 0.245 0.365
Cu2 Cu 0.245 0.365 0.135
Cu3 Cu 0.365 0.135 0.245
Cu4 Cu 0.415 0.585 0.755
Cu5 Cu 0.585 0.755 0.415
Cu6 Cu 0.755 0.415 0.585
Cu7 Cu 0.865 0.975 0.155
Cu8 Cu 0.975 0.155 0.865
Cu9 Cu 0.155 0.865 0.975
Cu10 Cu 0.395 0.645 0.895
Cu11 Cu 0.645 0.895 0.395
Cu12 Cu 0.895 0.395 0.645
Sb1 Sb 0.215 0.215 0.215
Sb2 Sb 0.785 0.785 0.215
Sb3 Sb 0.785 0.215 0.785
Sb4 Sb 0.215 0.785 0.785
S1  S 0.095 0.345 0.595
S2  S 0.345 0.595 0.095
S3  S 0.595 0.095 0.345
S4  S 0.125 0.625 0.375
S5  S 0.625 0.375 0.125
S6  S 0.375 0.125 0.625
S7  S 0.145 0.445 0.745
S8  S 0.445 0.745 0.145
S9  S 0.745 0.145 0.445
S10 S 0.305 0.565 0.825
S11 S 0.565 0.825 0.305
S12 S 0.825 0.305 0.565
S13 S 0.500 0.500 0.500",True,False
MgB7,74,32,gpt-5-chat,"```cif
data_MgB7
_cell_length_a    5.845
_cell_length_b    5.917
_cell_length_c    8.205
_cell_angle_alpha 89.76
_cell_angle_beta  90.21
_cell_angle_gamma 89.55

loop_
 _atom_site_label
 _atom_site_type_symbol
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
Mg1  Mg  0.1154  0.2571  0.4533
B1   B   0.3258  0.1345  0.1629
B2   B   0.4471  0.3612  0.0513
B3   B   0.2389  0.3781  0.2847
B4   B   0.5234  0.2682  0.3395
B5   B   0.3439  0.4869  0.4528
B6   B   0.1568  0.1497  0.6072
B7   B   0.4781  0.2954  0.7015
```","data_MgB7
_cell_length_a    5.845
_cell_length_b    5.917
_cell_length_c    8.205
_cell_angle_alpha 89.76
_cell_angle_beta  90.21
_cell_angle_gamma 89.55

loop_
 _atom_site_label
 _atom_site_type_symbol
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
Mg1  Mg  0.1154  0.2571  0.4533
B1   B   0.3258  0.1345  0.1629
B2   B   0.4471  0.3612  0.0513
B3   B   0.2389  0.3781  0.2847
B4   B   0.5234  0.2682  0.3395
B5   B   0.3439  0.4869  0.4528
B6   B   0.1568  0.1497  0.6072
B7   B   0.4781  0.2954  0.7015",True,False
Li3PS4,62,32,gpt-5-chat,"```cif
data_Li3PS4_P1
_cell_length_a    12.884
_cell_length_b    8.278
_cell_length_c    6.032
_cell_angle_alpha 90.000
_cell_angle_beta  90.000
_cell_angle_gamma 90.000

loop_
 _atom_site_label
 _atom_site_type_symbol
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
Li1  Li  0.1244  0.3982  0.0925
Li2  Li  0.3765  0.1023  0.4145
Li3  Li  0.6283  0.1987  0.0841
Li4  Li  0.8745  0.4124  0.4078
Li5  Li  0.2486  0.7021  0.0953
Li6  Li  0.4820  0.7994  0.3885
Li7  Li  0.7241  0.6010  0.0982
Li8  Li  0.9443  0.7045  0.3846
P1   P   0.1276  0.3983  0.3187
P2   P   0.6253  0.1995  0.3174
P3   P   0.2488  0.6994  0.3203
P4   P   0.7463  0.5012  0.3161
S1   S   0.0465  0.2834  0.2146
S2   S   0.2153  0.5076  0.2171
S3   S   0.0418  0.4282  0.4263
S4   S   0.2141  0.3670  0.4192
S5   S   0.5453  0.0821  0.2168
S6   S   0.7039  0.3082  0.2150
S7   S   0.5422  0.2334  0.4277
S8   S   0.7024  0.1662  0.4223
S9   S   0.1673  0.6428  0.2145
S10  S   0.3256  0.8652  0.2158
S11  S   0.1534  0.7851  0.4240
S12  S   0.3162  0.7217  0.4213
S13  S   0.6673  0.4428  0.2151
S14  S   0.8223  0.6631  0.2156
S15  S   0.6548  0.5852  0.4231
S16  S   0.8217  0.5204  0.4209
```","data_Li3PS4_P1
_cell_length_a    12.884
_cell_length_b    8.278
_cell_length_c    6.032
_cell_angle_alpha 90.000
_cell_angle_beta  90.000
_cell_angle_gamma 90.000

loop_
 _atom_site_label
 _atom_site_type_symbol
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
Li1  Li  0.1244  0.3982  0.0925
Li2  Li  0.3765  0.1023  0.4145
Li3  Li  0.6283  0.1987  0.0841
Li4  Li  0.8745  0.4124  0.4078
Li5  Li  0.2486  0.7021  0.0953
Li6  Li  0.4820  0.7994  0.3885
Li7  Li  0.7241  0.6010  0.0982
Li8  Li  0.9443  0.7045  0.3846
P1   P   0.1276  0.3983  0.3187
P2   P   0.6253  0.1995  0.3174
P3   P   0.2488  0.6994  0.3203
P4   P   0.7463  0.5012  0.3161
S1   S   0.0465  0.2834  0.2146
S2   S   0.2153  0.5076  0.2171
S3   S   0.0418  0.4282  0.4263
S4   S   0.2141  0.3670  0.4192
S5   S   0.5453  0.0821  0.2168
S6   S   0.7039  0.3082  0.2150
S7   S   0.5422  0.2334  0.4277
S8   S   0.7024  0.1662  0.4223
S9   S   0.1673  0.6428  0.2145
S10  S   0.3256  0.8652  0.2158
S11  S   0.1534  0.7851  0.4240
S12  S   0.3162  0.7217  0.4213
S13  S   0.6673  0.4428  0.2151
S14  S   0.8223  0.6631  0.2156
S15  S   0.6548  0.5852  0.4231
S16  S   0.8217  0.5204  0.4209",True,False
