formula,spg,n_atoms,model,gpt_raw,cif_text,parse_ok,gpt_match_gt
ZnSb,61,16,gemini-3-pro-preview-thinking,"```cif
data_ZnSb_P1
_cell_length_a 6.2180
_cell_length_b 7.7410
_cell_length_c 8.1150
_cell_angle_alpha 90.000
_cell_angle_beta 90.000
_cell_angle_gamma 90.000

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
Zn1 Zn 0.1425 0.1732 0.0865
Zn2 Zn 0.6425 0.3268 0.9135
Zn3 Zn 0.8575 0.6732 0.4135
Zn4 Zn 0.3575 0.8268 0.5865
Zn5 Zn 0.8575 0.8268 0.9135
Zn6 Zn 0.3575 0.6732 0.0865
Zn7 Zn 0.1425 0.3268 0.5865
Zn8 Zn 0.6425 0.1732 0.4135
Sb1 Sb 0.1185 0.1585 0.5765
Sb2 Sb 0.6185 0.3415 0.4235
Sb3 Sb 0.8815 0.6585 0.9235
Sb4 Sb 0.3815 0.8415 0.0765
Sb5 Sb 0.8815 0.8415 0.4235
Sb6 Sb 0.3815 0.6585 0.5765
Sb7 Sb 0.1185 0.3415 0.0765
Sb8 Sb 0.6185 0.1585 0.9235
```","data_ZnSb_P1
_cell_length_a 6.2180
_cell_length_b 7.7410
_cell_length_c 8.1150
_cell_angle_alpha 90.000
_cell_angle_beta 90.000
_cell_angle_gamma 90.000

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
Zn1 Zn 0.1425 0.1732 0.0865
Zn2 Zn 0.6425 0.3268 0.9135
Zn3 Zn 0.8575 0.6732 0.4135
Zn4 Zn 0.3575 0.8268 0.5865
Zn5 Zn 0.8575 0.8268 0.9135
Zn6 Zn 0.3575 0.6732 0.0865
Zn7 Zn 0.1425 0.3268 0.5865
Zn8 Zn 0.6425 0.1732 0.4135
Sb1 Sb 0.1185 0.1585 0.5765
Sb2 Sb 0.6185 0.3415 0.4235
Sb3 Sb 0.8815 0.6585 0.9235
Sb4 Sb 0.3815 0.8415 0.0765
Sb5 Sb 0.8815 0.8415 0.4235
Sb6 Sb 0.3815 0.6585 0.5765
Sb7 Sb 0.1185 0.3415 0.0765
Sb8 Sb 0.6185 0.1585 0.9235",True,False
CoSb3,204,16,gemini-3-pro-preview-thinking,"```cif
data_CoSb3_P1
_cell_length_a 9.03850
_cell_length_b 9.03850
_cell_length_c 9.03850
_cell_angle_alpha 90.00000
_cell_angle_beta 90.00000
_cell_angle_gamma 90.00000

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
Co1 Co 0.25000 0.25000 0.25000
Co2 Co 0.75000 0.75000 0.25000
Co3 Co 0.75000 0.25000 0.75000
Co4 Co 0.25000 0.75000 0.75000
Co5 Co 0.75000 0.75000 0.750","```cif
data_CoSb3_P1
_cell_length_a 9.03850
_cell_length_b 9.03850
_cell_length_c 9.03850
_cell_angle_alpha 90.00000
_cell_angle_beta 90.00000
_cell_angle_gamma 90.00000

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
Co1 Co 0.25000 0.25000 0.25000
Co2 Co 0.75000 0.75000 0.25000
Co3 Co 0.75000 0.25000 0.75000
Co4 Co 0.25000 0.75000 0.75000
Co5 Co 0.75000 0.75000 0.750",True,False
LiBF4,152,18,gemini-3-pro-preview-thinking,"```cif
data_LiBF4_P1
_cell_length_a    5.17800
_cell_length_b    8.76300
_cell_length_c    9.88200
_cell_angle_alpha 90.00000
_cell_angle_beta  120.60000
_cell_angle_gamma 90.00000

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
Li1 Li 0.25","```cif
data_LiBF4_P1
_cell_length_a    5.17800
_cell_length_b    8.76300
_cell_length_c    9.88200
_cell_angle_alpha 90.00000
_cell_angle_beta  120.60000
_cell_angle_gamma 90.00000

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
Li1 Li 0.25",False,False
Y2Co17,166,19,gemini-3-pro-preview-thinking,"```cif
data_Y2Co17_P1
_cell_length_a    8.35200
_cell_length_b    8.35200
_cell_length_c    8.13600
_cell_angle_alpha 90.00000
_cell_angle_beta  90.00000
_cell_angle_gamma 120.00000

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
Y1   Y  0.","```cif
data_Y2Co17_P1
_cell_length_a    8.35200
_cell_length_b    8.35200
_cell_length_c    8.13600
_cell_angle_alpha 90.00000
_cell_angle_beta  90.00000
_cell_angle_gamma 120.00000

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
Y1   Y  0.",False,False
GeH4,13,20,gemini-3-pro-preview-thinking,"```cif
data_GeH4_solid_phase
_cell_length_a    5.68000
_cell_length_b    5.68000
_cell_length_c    5.68000
_cell_angle_alpha 90.00000
_cell_angle_beta  90.00000
_cell_angle_gamma 90.00000

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
Ge1 Ge 0.00","```cif
data_GeH4_solid_phase
_cell_length_a    5.68000
_cell_length_b    5.68000
_cell_length_c    5.68000
_cell_angle_alpha 90.00000
_cell_angle_beta  90.00000
_cell_angle_gamma 90.00000

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
Ge1 Ge 0.00",False,False
CsPbI3,62,20,gemini-3-pro-preview-thinking,"```cif
data_CsPbI3_delta_phase
_cell_length_a    10.46000
_cell_length_b    4.79000
_cell_length_c    17.77000
_cell_angle_alpha 90.00000
_cell_angle_beta  90.00000
_cell_angle_gamma 90.00000

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
Cs1 Cs 0.4","```cif
data_CsPbI3_delta_phase
_cell_length_a    10.46000
_cell_length_b    4.79000
_cell_length_c    17.77000
_cell_angle_alpha 90.00000
_cell_angle_beta  90.00000
_cell_angle_gamma 90.00000

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
Cs1 Cs 0.4",False,False
NaCaAlPHO5F2,11,24,gemini-3-pro-preview-thinking,"Here is the CIF file for the crystal structure of Viitaniemiite (idealized composition NaCaAl(PO4)F2(OH)), which matches the stoichiometry NaCaAlPHO5F2.

The structure is presented in space group P1 (triclinic) with all symmetry operations explicitly applied to generate the full unit cell contents (Z=2).

```cif
data_NaCaAlPHO5F2
_chemical_name_common 'Viitaniemiite'
_chemical_formula_sum 'Na2 Ca2 Al2 P2 H2 O10 F4'
_cell_length_a 6.8210
_cell_length_b 7.1430
_cell_length_","Here is the CIF file for the crystal structure of Viitaniemiite (idealized composition NaCaAl(PO4)F2(OH)), which matches the stoichiometry NaCaAlPHO5F2.

The structure is presented in space group P1 (triclinic) with all symmetry operations explicitly applied to generate the full unit cell contents (Z=2).

```cif
data_NaCaAlPHO5F2
_chemical_name_common 'Viitaniemiite'
_chemical_formula_sum 'Na2 Ca2 Al2 P2 H2 O10 F4'
_cell_length_a 6.8210
_cell_length_b 7.1430
_cell_length_",False,False
LiFePO4,62,28,gemini-3-pro-preview-thinking,"```cif
data_LiFePO4_P1
_cell_length_a    10.33200
_cell_length_b    6.01000
_cell_length_c    4.69200
_cell_angle_alpha 90.00000
_cell_angle_beta  90.00000
_cell_angle_gamma 90.00000

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
Li1 Li 0.000","```cif
data_LiFePO4_P1
_cell_length_a    10.33200
_cell_length_b    6.01000
_cell_length_c    4.69200
_cell_angle_alpha 90.00000
_cell_angle_beta  90.00000
_cell_angle_gamma 90.00000

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
Li1 Li 0.000",False,False
Cu12Sb4S13,217,29,gemini-3-pro-preview-thinking,"```cif
data_Cu12Sb4S13_Tetrahedrite
_cell_length_a    10.32000
_cell_length_b    10.32000
_cell_length_c    10.32000
_cell_angle_alpha 90.00000
_cell_angle_beta  90.00000
_cell_angle_gamma 90.00000

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
Cu1","```cif
data_Cu12Sb4S13_Tetrahedrite
_cell_length_a    10.32000
_cell_length_b    10.32000
_cell_length_c    10.32000
_cell_angle_alpha 90.00000
_cell_angle_beta  90.00000
_cell_angle_gamma 90.00000

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
Cu1",False,False
MgB7,74,32,gemini-3-pro-preview-thinking,"```cif
data_MgB7
_cell_length_a    3.08700
_cell_length_b    8.16500
_cell_length_c    5.93200
_cell_angle_alpha 90.00000
_cell_angle_beta  90.00000
_cell_angle_gamma 90.00000

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
Mg1 Mg 0.50000 0.5","```cif
data_MgB7
_cell_length_a    3.08700
_cell_length_b    8.16500
_cell_length_c    5.93200
_cell_angle_alpha 90.00000
_cell_angle_beta  90.00000
_cell_angle_gamma 90.00000

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
Mg1 Mg 0.50000 0.5",False,False
Li3PS4,62,32,gemini-3-pro-preview-thinking,"Here is the CIF file for the $\gamma$-$\text{Li}_3\text{PS}_4$ phase (Space Group $Pmn2_1$), which is widely regarded as the stable ground-state structure. The data has been converted to P1 (triclinic) with all atoms explicitly listed.

```cif
data_Li3PS4
_cell_length_a    7.72900
_cell_length_b    6.53300
_cell_length_c    6.13700
_cell_angle_alpha 90.00000
_cell_angle_beta  90.00000
_cell_angle_gamma 90.0","Here is the CIF file for the $\gamma$-$\text{Li}_3\text{PS}_4$ phase (Space Group $Pmn2_1$), which is widely regarded as the stable ground-state structure. The data has been converted to P1 (triclinic) with all atoms explicitly listed.

```cif
data_Li3PS4
_cell_length_a    7.72900
_cell_length_b    6.53300
_cell_length_c    6.13700
_cell_angle_alpha 90.00000
_cell_angle_beta  90.00000
_cell_angle_gamma 90.0",False,False
Cd3As2,142,80,gemini-3-pro-preview-thinking,"Here is the CIF file for the low-temperature, most stable phase of Cd3As2 (Space Group $I4_1cd$), expanded into a P1 (triclinic) representation containing the full conventional unit cell (160 atoms).

This structure corresponds to the experimental data by Steigmann and Goodyear (1968), representing the $2\sqrt{2}a \times 2\sqrt{2}a \times 4a$ superstructure of the antifluorite lattice with ordered vacancies.

```cif
data_Cd3As2_P1_Conventional
_cell_length_a    12.67000
_cell_length_b    12.67000
_cell_length_c","Here is the CIF file for the low-temperature, most stable phase of Cd3As2 (Space Group $I4_1cd$), expanded into a P1 (triclinic) representation containing the full conventional unit cell (160 atoms).

This structure corresponds to the experimental data by Steigmann and Goodyear (1968), representing the $2\sqrt{2}a \times 2\sqrt{2}a \times 4a$ superstructure of the antifluorite lattice with ordered vacancies.

```cif
data_Cd3As2_P1_Conventional
_cell_length_a    12.67000
_cell_length_b    12.67000
_cell_length_c",False,False
Li4Ti5O12,15,42,gemini-3-pro-preview-thinking,"Here is the CIF file for the ordered $Li_4Ti_5O_{12}$ structure. This structure represents the stoichiometry $Li_4Ti_5O_{12}$ using a hexagonal supercell (derived from the spinel structure) containing 84 atoms ($Li_{16}Ti_{20}O_{48}$), which allows for the explicit ordering of Lithium and Titanium atoms on the octahedral sites without fractional occupancy.

```cif
data_Li4Ti5O12
_cell_length_a    5.91000
_cell_length_b    5.91000
_cell_length_c    14.48000
_cell_angle_alpha 90.0","Here is the CIF file for the ordered $Li_4Ti_5O_{12}$ structure. This structure represents the stoichiometry $Li_4Ti_5O_{12}$ using a hexagonal supercell (derived from the spinel structure) containing 84 atoms ($Li_{16}Ti_{20}O_{48}$), which allows for the explicit ordering of Lithium and Titanium atoms on the octahedral sites without fractional occupancy.

```cif
data_Li4Ti5O12
_cell_length_a    5.91000
_cell_length_b    5.91000
_cell_length_c    14.48000
_cell_angle_alpha 90.0",False,False
Ba2CaSi4(BO7)2,121,46,gemini-3-pro-preview-thinking,"Here is the CIF file for the most stable crystal structure of $\text{Ba}_2\text{CaSi}_4(\text{BO}_7)_2$ (formula $\text{Ba}_2\text{CaB}_2\text{Si}_4\text{O}_{14}$).

The structure is based on the monoclinic $C2/c$ phase reported in literature (isostructural with $\text{Ba}_2\text{CdB}_2\text{Si}_4\text{O}_{14}$), expanded here into the P1 space group (triclinic setting with no symmetry assumptions) containing the full unit cell content ($Z=4$, 92 atoms).

```cif
data_Ba2CaSi4B","Here is the CIF file for the most stable crystal structure of $\text{Ba}_2\text{CaSi}_4(\text{BO}_7)_2$ (formula $\text{Ba}_2\text{CaB}_2\text{Si}_4\text{O}_{14}$).

The structure is based on the monoclinic $C2/c$ phase reported in literature (isostructural with $\text{Ba}_2\text{CdB}_2\text{Si}_4\text{O}_{14}$), expanded here into the P1 space group (triclinic setting with no symmetry assumptions) containing the full unit cell content ($Z=4$, 92 atoms).

```cif
data_Ba2CaSi4B",False,False
Ag8GeS6,33,60,gemini-3-pro-preview-thinking,"Here is the CIF file for the most stable (low-temperature orthorhombic) phase of Ag8GeS6, expanded into the P1 space group (triclinic setting with no symmetry operations) containing the full unit cell of 60 atoms.

```cif
data_Ag8GeS6
_cell_length_a    15.63800
_cell_length_b    7.76500
_cell_length_c    10.92200
_cell_angle_alpha 90.00000
_cell_angle_beta  90.00000
_cell_angle_gamma 90.00000
_symmetry","Here is the CIF file for the most stable (low-temperature orthorhombic) phase of Ag8GeS6, expanded into the P1 space group (triclinic setting with no symmetry operations) containing the full unit cell of 60 atoms.

```cif
data_Ag8GeS6
_cell_length_a    15.63800
_cell_length_b    7.76500
_cell_length_c    10.92200
_cell_angle_alpha 90.00000
_cell_angle_beta  90.00000
_cell_angle_gamma 90.00000
_symmetry",False,False
Nd2Fe14B,136,68,gemini-3-pro-preview-thinking,"```cif
data_Nd2Fe14B_P1
_cell_length_a    8.80000
_cell_length_b    8.80000
_cell_length_c    12.20000
_cell_angle_alpha 90.00000
_cell_angle_beta  90.00000
_cell_angle_gamma 90.00000

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
Nd1 Nd 0.2","```cif
data_Nd2Fe14B_P1
_cell_length_a    8.80000
_cell_length_b    8.80000
_cell_length_c    12.20000
_cell_angle_alpha 90.00000
_cell_angle_beta  90.00000
_cell_angle_gamma 90.00000

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
Nd1 Nd 0.2",False,False
Y3Al5O12,230,80,gemini-3-pro-preview-thinking,"```cif
data_Y3Al5O12_P1

_cell_length_a    12.0100
_cell_length_b    12.0100
_cell_length_c    12.0100
_cell_angle_alpha 90.0000
_cell_angle_beta  90.0000
_cell_angle_gamma 90.0000

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
Y1 Y 0.1250","```cif
data_Y3Al5O12_P1

_cell_length_a    12.0100
_cell_length_b    12.0100
_cell_length_c    12.0100
_cell_angle_alpha 90.0000
_cell_angle_beta  90.0000
_cell_angle_gamma 90.0000

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
Y1 Y 0.1250",False,False
Ca14MnSb11,142,104,gemini-3-pro-preview-thinking,"Here is the CIF file for the most stable structure of Ca14MnSb11 (Space Group $I4_1/acd$, No. 142), expanded to P1 (Triclinic) as requested. This file contains the explicit fractional coordinates for all 208 atoms in the unit cell ($Z=8$).

```cif
data_Ca14MnSb11_P1
_cell_length_a    16.6430
_cell_length_b    16.6430
_cell_length_c    22.4310
_cell_angle_alpha 90.0000
_cell_angle_beta  90.0000","Here is the CIF file for the most stable structure of Ca14MnSb11 (Space Group $I4_1/acd$, No. 142), expanded to P1 (Triclinic) as requested. This file contains the explicit fractional coordinates for all 208 atoms in the unit cell ($Z=8$).

```cif
data_Ca14MnSb11_P1
_cell_length_a    16.6430
_cell_length_b    16.6430
_cell_length_c    22.4310
_cell_angle_alpha 90.0000
_cell_angle_beta  90.0000",False,False
